keyword;search_volume;keyword_difficulty;cpc_eur;competition;competition_level;low_top_of_page_bid;high_top_of_page_bid;search_intent;cluster;words_count;trend_quarterly_pct;trend_yearly_pct;traffic_value_eur_month;opportunity_score;variant_group;is_primary
heilpraktiker ausbildung bayern;140;32;4.57;0.78;HIGH;1.24;4.55;informational;Ausbildung & Prüfung;3;-36;-59;639.8;1.92;heilpraktiker ausbildung bayern;1
heilpraktiker bad salzuflen;140;;0.8;0.02;LOW;;;navigational;Lokale Suche;3;;-21;112.0;0.85;heilpraktiker bad salzuflen;1
heilpraktiker bergedorf;140;5;1.34;0.35;MEDIUM;0.61;1.28;navigational;Lokale Suche;2;-21;-35;187.6;2.09;heilpraktiker bergedorf;1
heilpraktiker bergisch gladbach;140;;0.65;0.18;LOW;;;navigational;Lokale Suche;3;-18;-47;91.0;0.78;heilpraktiker bergisch gladbach;1
heilpraktiker bietigheim;140;;0.85;0.25;LOW;0.49;1.02;navigational;Lokale Suche;2;-18;;119.0;0.88;heilpraktiker bietigheim;1
heilpraktiker coesfeld;140;;0.32;0.06;LOW;;;navigational;Lokale Suche;2;91;91;44.8;0.62;heilpraktiker coesfeld;1
heilpraktiker definition;140;42;0.0;0.02;LOW;;;informational;Informational / Erklärung;2;-21;-21;0.0;0.28;heilpraktiker definition;1
heilpraktiker delmenhorst;140;1;1.62;0.2;LOW;0.35;2.64;navigational;Lokale Suche;2;-18;-47;226.8;3.05;heilpraktiker delmenhorst;1
heilpraktiker dinkelsbühl;140;2;0.53;0.07;LOW;;;navigational;Lokale Suche;2;-36;-50;74.2;1.66;heilpraktiker dinkelsbühl;1
heilpraktiker emden;140;;0.87;0.08;LOW;;;navigational;Lokale Suche;2;;-35;121.8;0.89;heilpraktiker emden;1
heilpraktiker frankenberg;140;;0.89;0.04;LOW;;;navigational;Lokale Suche;2;-64;-29;124.6;0.89;heilpraktiker frankenberg;1
heilpraktiker freudenstadt;140;2;0.38;0.14;LOW;0.41;0.64;navigational;Lokale Suche;2;-21;-21;53.2;1.49;heilpraktiker freudenstadt;1
heilpraktiker friedrichshafen;140;;0.9;0.17;LOW;0.68;1.03;navigational;Lokale Suche;2;-35;;126.0;0.9;heilpraktiker friedrichshafen;1
heilpraktiker für haut;140;;1.45;0.25;LOW;0.65;2.38;informational;Beschwerden & Indikationen;3;;-18;203.0;1.16;heilpraktiker für haut;1
heilpraktiker für katzen;140;;1.24;0.22;LOW;0.45;2.38;informational;Tierheilkunde;3;-18;-36;173.6;1.06;heilpraktiker für katzen;1
heilpraktiker für pferde;140;12;2.77;0.37;MEDIUM;1.04;3.21;informational;Marken- & Praxisnamen;3;55;-19;387.8;2.38;heilpraktiker für pferde;1
heilpraktiker für psychotherapie in meiner nähe;140;;1.03;0.35;MEDIUM;0.51;2.06;commercial;Heilpraktiker Psychotherapie;6;21;89;144.2;0.96;heilpraktiker für psychotherapie in meiner nähe;1
heilpraktiker gebührenordnung 2026;140;6;0.04;0.04;LOW;0.02;0.06;commercial;Praxisbetrieb & Kosten;3;-46;;5.6;0.88;heilpraktiker gebührenordnung 2026;1
heilpraktiker gelnhausen;140;4;0.58;0.11;LOW;;;navigational;Lokale Suche;2;;;81.2;1.5;heilpraktiker gelnhausen;1
heilpraktiker greven;140;;0.93;0.06;LOW;;;navigational;Lokale Suche;2;-47;-47;130.2;0.91;heilpraktiker greven;1
heilpraktiker grünberg;140;;0.38;0.04;LOW;;;navigational;Lokale Suche;2;-36;-57;53.2;0.65;heilpraktiker grünberg;1
heilpraktiker gummersbach;140;;0.47;0.09;LOW;;;navigational;Lokale Suche;2;-36;-22;65.8;0.7;heilpraktiker gummersbach;1
heilpraktiker hemer;140;4;0.69;0.21;LOW;0.41;0.59;navigational;Lokale Suche;2;-36;-18;96.6;1.6;heilpraktiker hemer;1
hemer heilpraktiker;140;9;0.69;0.21;LOW;0.41;0.59;informational;Lokale Suche;2;-36;-18;96.6;1.22;heilpraktiker hemer;0
heilpraktiker herrenberg;140;4;1.02;0.18;LOW;0.6;2.05;navigational;Lokale Suche;2;-35;;142.8;1.91;heilpraktiker herrenberg;1
heilpraktiker holler;140;11;2.44;0.14;LOW;0.71;3.25;informational;Marken- & Praxisnamen;2;-21;-35;341.6;2.27;heilpraktiker holler;1
heilpraktiker holzkirchen;140;;0.53;0.14;LOW;;;navigational;Lokale Suche;2;-48;-21;74.2;0.72;heilpraktiker holzkirchen;1
heilpraktiker infusionstherapie;140;;1.91;0.36;MEDIUM;0.69;2.29;informational;Methoden & Therapien;2;;-18;267.4;1.38;heilpraktiker infusionstherapie;1
infusionstherapie heilpraktiker;140;;1.91;0.36;MEDIUM;0.69;2.29;informational;Methoden & Therapien;2;;-18;267.4;1.38;heilpraktiker infusionstherapie;0
heilpraktiker ingelheim;140;9;0.59;0.09;LOW;;;navigational;Lokale Suche;2;-59;-36;82.6;1.15;heilpraktiker ingelheim;1
heilpraktiker itzehoe;140;;0.93;0.25;LOW;0.37;1.17;navigational;Lokale Suche;2;-47;-36;130.2;0.91;heilpraktiker itzehoe;1
heilpraktiker katze;140;;1.24;0.22;LOW;0.45;2.38;informational;Tierheilkunde;2;-18;-36;173.6;1.06;heilpraktiker katze;1
heilpraktiker katzen;140;;1.24;0.22;LOW;0.45;2.38;informational;Tierheilkunde;2;-18;-36;173.6;1.06;heilpraktiker katzen;1
katzen heilpraktiker;140;;1.24;0.22;LOW;0.45;2.38;informational;Tierheilkunde;2;-18;-36;173.6;1.06;heilpraktiker katzen;0
heilpraktiker kleve;140;;0.35;0.03;LOW;;;navigational;Lokale Suche;2;-48;-35;49.0;0.64;heilpraktiker kleve;1
heilpraktiker kritik;140;8;0.0;0;LOW;;;informational;Beruf, Verbände & Sonstiges;2;-55;-55;0.0;0.76;heilpraktiker kritik;1
kritik heilpraktiker;140;8;0.0;0;LOW;;;informational;Beruf, Verbände & Sonstiges;2;-55;-55;0.0;0.76;heilpraktiker kritik;0
heilpraktiker lahr;140;;5.02;0.31;LOW;1.17;4.06;navigational;Lokale Suche;2;-36;-22;702.8;2.85;heilpraktiker lahr;1
heilpraktiker landau;140;;1.78;0.11;LOW;;;navigational;Lokale Suche;2;-36;-36;249.2;1.32;heilpraktiker landau;1
landau heilpraktiker;140;;1.78;0.11;LOW;;;navigational;Lokale Suche;2;-36;-36;249.2;1.32;heilpraktiker landau;0
heilpraktiker langenfeld;140;;0.77;0.16;LOW;;;navigational;Lokale Suche;2;-36;-36;107.8;0.84;heilpraktiker langenfeld;1
heilpraktiker leer;140;;0.73;0.2;LOW;0.33;0.69;informational;Lokale Suche;2;;-35;102.2;0.82;heilpraktiker leer;1
heilpraktiker lernen;140;31;4.45;0.94;HIGH;1.38;3.86;informational;Ausbildung & Prüfung;2;-18;-18;623.0;1.92;heilpraktiker lernen;1
heilpraktiker lünen;140;;0.6;0.18;LOW;0.4;1.17;navigational;Lokale Suche;2;-33;27;84.0;0.76;heilpraktiker lünen;1
lünen heilpraktiker;140;;0.6;0.18;LOW;0.4;1.17;informational;Lokale Suche;2;-33;27;84.0;0.76;heilpraktiker lünen;0
heilpraktiker marktoberdorf;140;;0.96;0.19;LOW;;;navigational;Lokale Suche;2;-36;;134.4;0.93;heilpraktiker marktoberdorf;1
heilpraktiker menden;140;;0.4;0.21;LOW;0.21;0.44;navigational;Lokale Suche;2;-21;-21;56.0;0.66;heilpraktiker menden;1
menden heilpraktiker;140;;0.4;0.21;LOW;0.21;0.44;navigational;Lokale Suche;2;-21;-21;56.0;0.66;heilpraktiker menden;0
heilpraktiker merzig;140;;0.26;0.08;LOW;;;navigational;Lokale Suche;2;-18;-18;36.4;0.6;heilpraktiker merzig;1
heilpraktiker mit augendiagnose in der nähe;140;;1.16;0.19;LOW;0.57;1.21;transactional;Methoden & Therapien;;-36;-59;162.4;1.02;heilpraktiker mit augendiagnose in der nähe;1
heilpraktiker mulitze;140;;0.0;0.06;LOW;;;informational;Marken- & Praxisnamen;2;50;50;0.0;0.47;heilpraktiker mulitze;1
heilpraktiker mühldorf;140;;0.61;0.13;LOW;;;navigational;Lokale Suche;2;-22;-50;85.4;0.76;heilpraktiker mühldorf;1
heilpraktiker mülheim;140;;0.57;0.26;LOW;0.37;1.46;navigational;Lokale Suche;2;-50;-59;79.8;0.74;heilpraktiker mülheim;1
heilpraktiker offenbach;140;;0.64;0.29;LOW;0.32;1.14;navigational;Lokale Suche;2;;-21;89.6;0.78;heilpraktiker offenbach;1
heilpraktiker peine;140;;1.61;0.22;LOW;0.59;2.94;informational;Lokale Suche;2;-36;-18;225.4;1.24;heilpraktiker peine;1
heilpraktiker psychotherapie lernkarten;140;;0.78;1;HIGH;0.35;1.74;informational;Ausbildung & Prüfung;3;-18;27;109.2;0.84;heilpraktiker psychotherapie lernkarten;1
lernkarten heilpraktiker psychotherapie;140;;0.78;1;HIGH;0.35;1.74;informational;Ausbildung & Prüfung;3;-18;27;109.2;0.84;heilpraktiker psychotherapie lernkarten;0
heilpraktiker roth;140;5;0.45;0.07;LOW;;;navigational;Lokale Suche;2;22;-21;63.0;1.29;heilpraktiker roth;1
roth heilpraktiker;140;1;0.45;0.07;LOW;;;informational;Lokale Suche;2;22;-21;63.0;1.69;heilpraktiker roth;0
heilpraktiker rottweil;140;1;6.75;0.24;LOW;4.75;11.52;informational;Lokale Suche;2;-35;-35;945.0;9.03;heilpraktiker rottweil;1
heilpraktiker russisch;140;;0.0;0;LOW;;;informational;Informational / Erklärung;2;27;;0.0;0.47;heilpraktiker russisch;1
heilpraktiker auf russisch;140;;0.0;0;LOW;;;informational;Informational / Erklärung;3;27;;0.0;0.47;heilpraktiker russisch;0
heilpraktiker rüsselsheim;140;;1.04;0.16;LOW;;;navigational;Lokale Suche;2;-18;-36;145.6;0.97;heilpraktiker rüsselsheim;1
heilpraktiker senden;140;;0.48;0.07;LOW;;;informational;Lokale Suche;2;-21;-48;67.2;0.7;heilpraktiker senden;1
senden heilpraktiker;140;;0.48;0.07;LOW;;;informational;Lokale Suche;2;-21;-48;67.2;0.7;heilpraktiker senden;0
heilpraktiker sindelfingen;140;4;1.54;0.19;LOW;0.37;1.04;navigational;Lokale Suche;2;-21;;215.6;2.4;heilpraktiker sindelfingen;1
heilpraktiker singen;140;;1.32;0.27;LOW;0.37;1.16;informational;Lokale Suche;2;-36;-36;184.8;1.1;heilpraktiker singen;1
singen heilpraktiker;140;7;1.32;0.27;LOW;0.37;1.16;informational;Lokale Suche;2;-36;-36;184.8;1.85;heilpraktiker singen;0
heilpraktiker umkreis 20 km;140;14;1.12;0.2;LOW;0.35;1.04;navigational;Marken- & Praxisnamen;4;-29;-76;156.8;1.24;heilpraktiker umkreis 20 km;1
heilpraktiker verden;140;;0.83;0.05;LOW;;;informational;Lokale Suche;2;22;-35;116.2;0.87;heilpraktiker verden;1
heilpraktiker weber köln;140;;0.0;0.01;LOW;;;navigational;Lokale Suche;3;22;;0.0;0.47;heilpraktiker weber köln;1
weber köln heilpraktiker;140;;0.0;0.01;LOW;;;navigational;Lokale Suche;3;22;;0.0;0.47;heilpraktiker weber köln;0
heilpraktiker wechseljahre;140;2;1.94;0.39;MEDIUM;0.56;1.95;informational;Beschwerden & Indikationen;2;;-35;271.6;3.18;heilpraktiker wechseljahre;1
heilpraktiker weimar;140;2;1.78;0.17;LOW;0.38;1.22;navigational;Lokale Suche;2;-36;-18;249.2;3.01;heilpraktiker weimar;1
weimar heilpraktiker;140;;1.78;0.17;LOW;0.38;1.22;navigational;Lokale Suche;2;-36;-18;249.2;1.32;heilpraktiker weimar;0
heilpraktiker wermelskirchen;140;;0.57;0.2;LOW;0.36;0.6;informational;Lokale Suche;2;22;-21;79.8;0.74;heilpraktiker wermelskirchen;1
heilpraktiker worms;140;;0.45;0.14;LOW;0.35;0.37;informational;Lokale Suche;2;;-18;63.0;0.69;heilpraktiker worms;1
heilpraktiker ärzte;140;8;0.0;0.05;LOW;;;informational;Ärzte, Kliniken & Schulmedizin;2;;-47;0.0;0.76;heilpraktiker ärzte;1
ärzte heilpraktiker;140;4;0.0;0.05;LOW;;;informational;Ärzte, Kliniken & Schulmedizin;2;;-47;0.0;0.95;heilpraktiker ärzte;0
heilpraktiker österreich;140;4;0.0;0.02;LOW;;;informational;Lokale Suche;2;-44;-55;0.0;0.95;heilpraktiker österreich;1
österreich heilpraktiker;140;1;0.0;0.02;LOW;;;informational;Lokale Suche;2;-44;-55;0.0;1.17;heilpraktiker österreich;0
heilpraktikerprüfung wo am einfachsten;140;;2.03;0.45;MEDIUM;0.8;2.3;informational;Ausbildung & Prüfung;;-67;-67;284.2;1.43;heilpraktikerprüfung wo am einfachsten;1
hypnosetherapeut & heilpraktiker klaus buchinger wohlgemuth;140;;2.43;0.03;LOW;;;informational;Methoden & Therapien;6;-21;175;340.2;1.62;hypnosetherapeut & heilpraktiker klaus buchinger wohlgemuth;1
john de milleville heilpraktiker;140;;0.0;0.01;LOW;;;informational;Marken- & Praxisnamen;4;;-18;0.0;0.47;john de milleville heilpraktiker;1
klaus graf heilpraktiker;140;;0.03;0.02;LOW;;;informational;Marken- & Praxisnamen;3;;21;4.2;0.49;klaus graf heilpraktiker;1
kleine heilpraktiker ausbildung;140;;3.72;0.81;HIGH;1.37;3.33;informational;Ausbildung & Prüfung;3;-18;;520.8;2.23;kleine heilpraktiker ausbildung;1
ausbildung kleiner heilpraktiker;140;;3.72;0.81;HIGH;1.37;3.33;informational;Ausbildung & Prüfung;3;-18;;520.8;2.23;kleine heilpraktiker ausbildung;0
kleiner heilpraktiker ausbildung;140;;3.72;0.81;HIGH;1.37;3.33;commercial;Ausbildung & Prüfung;3;-18;;520.8;2.23;kleine heilpraktiker ausbildung;0
ausbildung zum kleinen heilpraktiker;140;;3.72;0.81;HIGH;1.37;3.33;informational;Ausbildung & Prüfung;4;-18;;520.8;2.23;kleine heilpraktiker ausbildung;0
klinik plus naturheilkunde und ästhetische medizin;140;;0.0;0.06;LOW;;;informational;Ärzte, Kliniken & Schulmedizin;6;27;56;0.0;0.47;klinik plus naturheilkunde und ästhetische medizin;1
lebenswandel heilpraktiker praxisgemeinschaft;140;;0.11;0.06;LOW;;;commercial;Marken- & Praxisnamen;3;55;143;15.4;0.53;lebenswandel heilpraktiker praxisgemeinschaft;1
lipom behandlung naturheilkunde;140;;0.07;0.07;LOW;;;informational;Beschwerden & Indikationen;3;;2500;9.8;0.51;lipom behandlung naturheilkunde;1
lipom-behandlung naturheilkunde;140;;0.07;0.07;LOW;;;informational;Beschwerden & Indikationen;2;;2500;9.8;0.51;lipom behandlung naturheilkunde;0
markus grimm heilpraktiker;140;;0.0;0.01;LOW;;;informational;Marken- & Praxisnamen;3;;-21;0.0;0.47;markus grimm heilpraktiker;1
matthias rülke praxis für naturheilkunde diagnostik therapie coaching;140;7;0.14;0.08;LOW;;;commercial;Marken- & Praxisnamen;8;;55;19.6;0.91;matthias rülke praxis für naturheilkunde diagnostik therapie coaching;1
medicus praxis für allgemeinmedizin und naturheilkunde dr med bettina lange;140;;0.0;0.01;LOW;;;informational;Marken- & Praxisnamen;10;21;21;0.0;0.47;medicus praxis für allgemeinmedizin und naturheilkunde dr med bettina lange;1
naturheilkunde klinik münchen;140;1;4.35;0.08;LOW;0.63;2.53;navigational;Ärzte, Kliniken & Schulmedizin;3;55;21;609.0;6.23;naturheilkunde klinik münchen;1
naturheilpraxis & massage;140;;0.0;0.03;LOW;;;commercial;Methoden & Therapien;3;56;-18;0.0;0.47;naturheilpraxis & massage;1
naturheilpraxis alan baklayan;140;9;0.0;0.09;LOW;;;navigational;Marken- & Praxisnamen;3;-18;100;0.0;0.72;naturheilpraxis alan baklayan;1
naturheilpraxis ambrosias;140;;0.0;0.05;LOW;;;navigational;Marken- & Praxisnamen;2;-21;-21;0.0;0.47;naturheilpraxis ambrosias;1
naturheilpraxis andreas amann heilpraktiker;140;;0.38;0.05;LOW;;;informational;Marken- & Praxisnamen;4;89;-19;53.2;0.65;naturheilpraxis andreas amann heilpraktiker;1
naturheilpraxis björn huber heilpraktiker;140;;0.0;0.03;LOW;;;informational;Marken- & Praxisnamen;4;-19;21;0.0;0.47;naturheilpraxis björn huber heilpraktiker;1
naturheilpraxis daniel niehues;140;;0.0;0.05;LOW;;;navigational;Marken- & Praxisnamen;3;55;55;0.0;0.47;naturheilpraxis daniel niehues;1
naturheilpraxis hubert braun;140;;0.7;0.07;LOW;;;navigational;Marken- & Praxisnamen;3;-35;-48;98.0;0.8;naturheilpraxis hubert braun;1
naturheilpraxis laila;140;;0.0;0.03;LOW;;;navigational;Marken- & Praxisnamen;2;-18;;0.0;0.47;naturheilpraxis laila;1
naturheilpraxis nalinde darmstadt;140;;0.53;0.02;LOW;;;navigational;Beschwerden & Indikationen;3;-35;-35;74.2;0.72;naturheilpraxis nalinde darmstadt;1
naturheilpraxis peter vöhringer;140;;0.0;0.07;LOW;;;navigational;Marken- & Praxisnamen;3;;56;0.0;0.47;naturheilpraxis peter vöhringer;1
naturheilpraxis sabine jung;140;;0.6;0.08;LOW;;;informational;Marken- & Praxisnamen;3;50;50;84.0;0.76;naturheilpraxis sabine jung;1
naturheilpraxis thorsten kegel;140;;0.0;0.05;LOW;;;informational;Marken- & Praxisnamen;3;21;21;0.0;0.47;naturheilpraxis thorsten kegel;1
phoenix chiropraktik heilpraktiker chiropraktiker;140;;0.0;0.01;LOW;;;navigational;Methoden & Therapien;4;55;55;0.0;0.47;phoenix chiropraktik heilpraktiker chiropraktiker;1
podocare gbr podologie und sektoraler heilpraktiker in groß gerau;140;;0.11;0.03;LOW;;;informational;Sektoraler Heilpraktiker;9;21;55;15.4;0.53;podocare gbr podologie und sektoraler heilpraktiker in groß gerau;1
podocare gbr podologie und sektoraler heilpraktiker in groß-gerau;140;;0.11;0.03;LOW;;;commercial;Sektoraler Heilpraktiker;8;21;55;15.4;0.53;podocare gbr podologie und sektoraler heilpraktiker in groß gerau;0
praxis claas sülau heilpraktiker für osteopathie;140;;0.0;0.04;LOW;;;informational;Methoden & Therapien;6;;;0.0;0.47;praxis claas sülau heilpraktiker für osteopathie;1
praxis für naturheilkunde kinesiologie und psychotherapie;140;;0.0;0.03;LOW;;;informational;Heilpraktiker Psychotherapie;6;50;24;0.0;0.47;praxis für naturheilkunde kinesiologie und psychotherapie;1
praxis für osteopathie heilpraktiker norbert koch;140;;0.0;0.04;LOW;;;navigational;Methoden & Therapien;6;;27;0.0;0.47;praxis für osteopathie heilpraktiker norbert koch;1
praxis hancke heilpraktiker spezialpraxis für makuladegeneration;140;;1.25;0.07;LOW;;;commercial;Marken- & Praxisnamen;6;-18;56;175.0;1.07;praxis hancke heilpraktiker spezialpraxis für makuladegeneration;1
praxis junger physiotherapie osteopathie heilpraktiker;140;;0.0;0.04;LOW;;;informational;Methoden & Therapien;5;;27;0.0;0.47;praxis junger physiotherapie osteopathie heilpraktiker;1
praxis terhorst physiotherapie osteopathie und heilpraktiker;140;;0.0;0.03;LOW;;;commercial;Methoden & Therapien;6;-22;-36;0.0;0.47;praxis terhorst physiotherapie osteopathie und heilpraktiker;1
prüfung heilpraktiker;140;15;0.77;0.7;HIGH;0.34;1.95;informational;Ausbildung & Prüfung;2;-36;-36;107.8;0.99;prüfung heilpraktiker;1
reinhard clemens heilpraktiker;140;;0.66;0.06;LOW;;;informational;Marken- & Praxisnamen;3;;200;92.4;0.79;reinhard clemens heilpraktiker;1
schneckenaichner naturheilpraxis;140;;0.0;0.03;LOW;;;informational;Marken- & Praxisnamen;2;;27;0.0;0.47;schneckenaichner naturheilpraxis;1
sektorale heilpraktiker ausbildung;140;;1.84;0.58;MEDIUM;0.48;1.66;informational;Ausbildung & Prüfung;3;-36;-50;257.6;1.34;sektorale heilpraktiker ausbildung;1
ausbildung sektoraler heilpraktiker;140;;1.84;0.58;MEDIUM;0.48;1.66;informational;Ausbildung & Prüfung;3;-36;-50;257.6;1.34;sektorale heilpraktiker ausbildung;0
sektoraler heilpraktiker-ausbildung;140;;1.84;0.58;MEDIUM;0.48;1.66;informational;Ausbildung & Prüfung;2;-36;-50;257.6;1.34;sektorale heilpraktiker ausbildung;0
sektoraler heilpraktiker ausbildung;140;;1.84;0.58;MEDIUM;0.48;1.66;informational;Ausbildung & Prüfung;3;-36;-50;257.6;1.34;sektorale heilpraktiker ausbildung;0
sven zeissner heilpraktiker praxis für naturheilkunde und schmerztherapie;140;;0.0;0.07;LOW;;;informational;Beschwerden & Indikationen;8;;22;0.0;0.47;sven zeissner heilpraktiker praxis für naturheilkunde und schmerztherapie;1
tierarzt naturheilkunde in der nähe;140;12;0.94;0.2;LOW;0.56;1.65;navigational;Lokale Suche;5;-36;-36;131.6;1.22;tierarzt naturheilkunde in der nähe;1
tierklinik für naturheilkunde am förderturm mit tierärztlicher abteilung;140;;0.44;0.05;LOW;;;informational;Marken- & Praxisnamen;8;27;27;61.6;0.68;tierklinik für naturheilkunde am förderturm mit tierärztlicher abteilung;1
was dürfen heilpraktiker spritzen;140;;0.0;0;LOW;;;informational;Informational / Erklärung;;-22;-50;0.0;0.47;was dürfen heilpraktiker spritzen;1
wie lange dauert ausbildung zum heilpraktiker;140;15;1.63;0.64;MEDIUM;0.56;1.63;informational;Ausbildung & Prüfung;6;-21;-21;228.2;1.48;wie lange dauert ausbildung zum heilpraktiker;1
wie lange dauert eine ausbildung zum heilpraktiker;140;16;1.63;0.64;MEDIUM;0.56;1.63;informational;Ausbildung & Prüfung;7;-21;-21;228.2;1.42;wie lange dauert ausbildung zum heilpraktiker;0
wie lange dauert die ausbildung zum heilpraktiker;140;10;1.63;0.64;MEDIUM;0.56;1.63;informational;Ausbildung & Prüfung;7;-21;-21;228.2;1.81;wie lange dauert ausbildung zum heilpraktiker;0
zentrum für osteopathie naturheilkunde edukation;140;;0.0;0.04;LOW;;;informational;Methoden & Therapien;5;91;91;0.0;0.47;zentrum für osteopathie naturheilkunde edukation;1
zentrum für ästhetik und naturheilkunde ästhetik academy khan;140;;0.0;0.02;LOW;;;informational;Marken- & Praxisnamen;8;-48;22;0.0;0.47;zentrum für ästhetik und naturheilkunde ästhetik academy khan;1
alexandra beyer hp praxis für naturheilkunde;110;;0.0;0.04;LOW;;;navigational;Marken- & Praxisnamen;6;89;89;0.0;0.41;alexandra beyer hp praxis für naturheilkunde;1
ausbildung heilpraktiker düsseldorf;110;19;2.71;0.76;HIGH;0.9;3.98;informational;Ausbildung & Prüfung;3;-22;-59;298.1;1.59;ausbildung heilpraktiker düsseldorf;1
ausbildung heilpraktiker psychotherapie hamburg;110;10;3.33;0.88;HIGH;1.45;3.18;informational;Ausbildung & Prüfung;4;;-50;366.3;2.61;ausbildung heilpraktiker psychotherapie hamburg;1
body & mind balance heilpraktiker markus grimm;110;;0.0;0.03;LOW;;;informational;Marken- & Praxisnamen;7;-59;-36;0.0;0.41;body & mind balance heilpraktiker markus grimm;1
continentale heilpraktiker zusatzversicherung;110;;3.96;0.58;MEDIUM;1.04;3.93;commercial;Versicherung & Kostenerstattung;3;;-59;435.6;2.06;continentale heilpraktiker zusatzversicherung;1
differentialdiagnose heilpraktiker;110;;0.66;1;HIGH;0.19;0.76;informational;Marken- & Praxisnamen;2;-22;;72.6;0.69;differentialdiagnose heilpraktiker;1
essen naturheilkunde;110;17;0.38;0.01;LOW;;;informational;Lokale Suche;2;-36;-50;41.8;0.63;essen naturheilkunde;1
naturheilkunde essen;110;17;0.38;0.01;LOW;;;informational;Lokale Suche;2;-36;-50;41.8;0.63;essen naturheilkunde;0
gebührenverordnung heilpraktiker psychotherapie;110;;1.6;0.29;LOW;0.05;1.73;commercial;Praxisbetrieb & Kosten;3;-21;;176.0;1.08;gebührenverordnung heilpraktiker psychotherapie;1
georg grasser heilpraktiker;110;;0.0;0.04;LOW;;;informational;Marken- & Praxisnamen;3;;-18;0.0;0.41;georg grasser heilpraktiker;1
geschenke für heilpraktiker;110;;0.57;1;HIGH;0.11;0.36;commercial;Marken- & Praxisnamen;3;40;;62.7;0.65;geschenke für heilpraktiker;1
heilpraktiker ahlen;110;;0.39;0.07;LOW;;;navigational;Lokale Suche;2;-18;;42.9;0.58;heilpraktiker ahlen;1
heilpraktiker ausbildung fernstudium;110;23;13.53;0.76;HIGH;2.91;11.4;informational;Ausbildung & Prüfung;;-22;-50;1488.3;5.51;heilpraktiker ausbildung fernstudium;1
heilpraktiker bedeutung;110;24;0.99;0.01;LOW;;;informational;Informational / Erklärung;2;-18;;108.9;0.73;heilpraktiker bedeutung;1
heilpraktiker berufshaftpflicht;110;;7.03;0.74;HIGH;3.16;5.5;informational;Praxisbetrieb & Kosten;2;;-18;773.3;3.33;heilpraktiker berufshaftpflicht;1
heilpraktiker blutabnahme;110;;1.57;0.06;LOW;;;informational;Marken- & Praxisnamen;2;-35;22;172.7;1.07;heilpraktiker blutabnahme;1
heilpraktiker eckernförde;110;;0.41;0.12;LOW;;;navigational;Lokale Suche;2;56;;45.1;0.58;heilpraktiker eckernförde;1
heilpraktiker english;110;;0.0;0;LOW;;;informational;Marken- & Praxisnamen;;22;;0.0;0.41;heilpraktiker english;1
heilpraktiker erfahrungen;110;1;4.96;0.01;LOW;;;informational;Lokale Suche;2;-36;-50;545.6;6.08;heilpraktiker erfahrungen;1
heilpraktiker geschenk;110;;0.57;1;HIGH;0.11;0.36;commercial;Marken- & Praxisnamen;2;40;;62.7;0.65;heilpraktiker geschenk;1
heilpraktiker greifswald;110;;0.0;0.02;LOW;;;navigational;Lokale Suche;2;-36;-36;0.0;0.41;heilpraktiker greifswald;1
heilpraktiker görlitz;110;;0.72;0.11;LOW;;;navigational;Lokale Suche;2;-36;-22;79.2;0.71;heilpraktiker görlitz;1
heilpraktiker günzburg;110;;0.75;0.24;LOW;;;navigational;Lokale Suche;2;-50;-22;82.5;0.73;heilpraktiker günzburg;1
heilpraktiker kosten pro stunde;110;7;0.0;0.02;LOW;;;informational;Praxisbetrieb & Kosten;4;;-36;0.0;0.7;heilpraktiker kosten pro stunde;1
heilpraktiker nagold;110;;0.58;0.3;LOW;0.29;0.49;informational;Lokale Suche;2;;-22;63.8;0.66;heilpraktiker nagold;1
heilpraktiker neuwied;110;11;0.49;0.17;LOW;;;navigational;Lokale Suche;2;-36;-50;53.9;0.86;heilpraktiker neuwied;1
heilpraktiker nienburg;110;;0.26;0.02;LOW;;;navigational;Lokale Suche;2;-18;29;28.6;0.52;heilpraktiker nienburg;1
heilpraktiker prüfung 2025;110;;0.65;0.44;MEDIUM;0.32;0.48;informational;Ausbildung & Prüfung;;100;-90;71.5;0.68;heilpraktiker prüfung 2025;1
heilpraktiker psychotherapie prüfungsfragen pdf;110;;0.81;1;HIGH;0.32;1.47;informational;Ausbildung & Prüfung;;-22;;89.1;0.75;heilpraktiker psychotherapie prüfungsfragen pdf;1
heilpraktiker psychotherapie wird abgeschafft 2022;110;;0.0;0;LOW;;;informational;Heilpraktiker Psychotherapie;;;57;0.0;0.41;heilpraktiker psychotherapie wird abgeschafft 2022;1
heilpraktiker rechnung muster;110;;3.74;0.24;LOW;0.85;2.66;informational;Praxisbetrieb & Kosten;3;-22;-36;411.4;1.97;heilpraktiker rechnung muster;1
heilpraktiker siegburg;110;;0.4;0.16;LOW;0.41;0.99;navigational;Lokale Suche;2;-36;-36;44.0;0.58;heilpraktiker siegburg;1
heilpraktiker waldkirch;110;19;0.75;0.19;LOW;0.45;1.27;navigational;Lokale Suche;2;-18;;82.5;0.75;heilpraktiker waldkirch;1
heilpraktiker zusatzversicherung vergleich;110;18;4.36;0.72;HIGH;1.67;5.46;commercial;Versicherung & Kostenerstattung;3;;-36;479.6;2.37;heilpraktiker zusatzversicherung vergleich;1
